,abilities,ammo,armour,attributes,base_reload_time,caste,category,charge_bonus,charge_speed,charge_speed_flying,damage_mod_all,damage_mod_flame,damage_mod_magic,damage_mod_missile,damage_mod_physical,entity_size,explosion_ap_damage,explosion_base_damage,explosion_radius,faction_group,factions,ground_stat_effect_group,health,health_per_entity,height,key,leadership,mass,melee_ap_damage,melee_ap_ratio,melee_attack,melee_attack_interval,melee_base_damage,melee_bonus_v_infantry,melee_bonus_v_large,melee_defence,melee_total_damage,multiplayer_cost,name,parry_chance,projectile_number,radius,range,ranged_ap_damage,ranged_ap_ratio,ranged_base_damage,ranged_bonus_v_infantry,ranged_bonus_v_large,ranged_total_damage,shots_per_volley,special_category,speed,speed_flying,speed_ground,spells,unit_size
1213,['Spinning Loons'],,15,"['expendable', 'guerrilla_deploy', 'stalk']",,Melee Infantry,Sword Infantry,12,41,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,6720,56,1.2,wh_main_grn_inf_night_goblin_fanatics,44,90,6,0.22,26,4.0,21,0,0,24,27,500,Night Goblins (Fanatics),55,,0.5,,,,,,,,,,35,0,35,[],120
1214,[],,15,"['expendable', 'guerrilla_deploy', 'stalk']",,Melee Infantry,Sword Infantry,12,41,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,6720,56,1.2,wh_main_grn_inf_night_goblins,44,90,6,0.22,26,4.0,21,0,0,24,27,400,Night Goblins,55,,0.5,,,,,,,,,,35,0,35,[],120
1215,[],,50,['hide_forest'],,Melee Infantry,Sword Infantry,27,39,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,8100,108,2.0,wh_main_grn_inf_orc_big_uns,68,210,13,0.31,38,3.9,29,0,8,28,42,800,Orc Big 'Uns,0,,0.8,,,,,,,,,,31,0,31,[],75
1216,[],,30,['hide_forest'],,Melee Infantry,Sword Infantry,20,39,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,7290,81,2.0,wh_main_grn_inf_orc_boyz,60,130,8,0.24,28,3.9,26,0,0,25,34,450,Orc Boyz,35,,0.7,,,,,,,,,,31,0,31,[],90
1217,['Frenzy'],,0,['hide_forest'],,Melee Infantry,Axe Infantry,34,44,0,0,0,0,0,25,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,8100,108,1.9,wh_main_grn_inf_savage_orc_big_uns,68,180,13,0.31,40,3.9,29,0,8,22,42,900,Savage Orc Big 'Uns,0,,0.8,,,,,,,,,,37,0,37,[],75
1218,['Frenzy'],,0,['hide_forest'],,Melee Infantry,Axe Infantry,26,44,0,0,0,0,0,25,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,7290,81,1.85,wh_main_grn_inf_savage_orcs,58,140,9,0.26,28,4.3,26,0,0,16,35,550,Savage Orcs,0,,0.75,,,,,,,,,,37,0,37,[],90
1219,[],24.0,15,"['guerrilla_deploy', 'stalk']",8.0,Missile Infantry,Missile Infantry,7,41,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,4860,54,1.2,wh_dlc06_grn_inf_da_rusty_arrers_0,50,90,6,0.22,20,4.0,21,0,0,27,27,600,Da Rusty Arrers (Night Goblin Archers),0,1.0,0.5,115.0,1.0,0.09,10.0,0.0,0.0,11.0,1.0,renown,35,0,35,[],90
1220,[],24.0,25,"['expendable', 'hide_forest']",8.0,Missile Infantry,Missile Infantry,5,40,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,4590,51,1.2,wh_main_grn_inf_goblin_archers,40,90,3,0.13,10,4.3,21,0,0,15,24,375,Goblin Archers,0,1.0,0.5,115.0,1.0,0.09,10.0,0.0,0.0,11.0,1.0,,33,0,33,[],90
1221,[],24.0,15,"['expendable', 'guerrilla_deploy', 'stalk']",8.0,Missile Infantry,Missile Infantry,7,41,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,4860,54,1.2,wh_main_grn_inf_night_goblin_archers,40,90,6,0.22,15,4.0,21,0,0,20,27,475,Night Goblin Archers,0,1.0,0.5,115.0,1.0,0.09,10.0,0.0,0.0,11.0,1.0,,35,0,35,[],90
1222,['Spinning Loons'],24.0,15,"['expendable', 'guerrilla_deploy', 'stalk']",8.0,Missile Infantry,Missile Infantry,7,41,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,4860,54,1.2,wh_main_grn_inf_night_goblin_fanatics_1,40,90,6,0.22,15,4.0,21,0,0,20,27,575,Night Goblin Archers (Fanatics),0,1.0,0.5,115.0,1.0,0.09,10.0,0.0,0.0,11.0,1.0,,35,0,35,[],90
1223,[],22.0,30,['hide_forest'],11.0,Missile Infantry,Missile Infantry,10,39,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,5198,76,2.0,wh_main_grn_inf_orc_arrer_boyz,55,130,8,0.24,23,3.9,26,0,0,14,34,500,Orc Arrer Boyz,0,1.0,0.7,140.0,6.0,0.3,14.0,0.0,0.0,20.0,1.0,,31,0,31,[],68
1224,['Frenzy'],22.0,0,['hide_forest'],11.0,Missile Infantry,Missile Infantry,12,44,0,0,0,0,0,25,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,5198,76,1.85,wh_main_grn_inf_savage_orc_arrer_boyz,52,140,9,0.26,24,4.3,26,0,0,8,35,550,Savage Orc Arrer Boyz,0,1.0,0.75,140.0,6.0,0.3,14.0,0.0,0.0,20.0,1.0,,37,0,37,[],68
1225,[],,55,"['guerrilla_deploy', 'hide_forest', 'immune_to_psychology']",,Melee Cavalry,Cavalry,26,106,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,4275,95,1.7,wh2_dlc15_grn_cav_squig_hoppers_waaagh_0,60,750,19,0.7,28,4.0,8,10,0,28,27,650,Armoured Squig Hoppers,0,,0.7,,,,,,,,,elector_counts,82,0,82,[],45
1226,[],,100,"['encourages', 'hide_forest']",,Melee Cavalry,Shock Cavalry,50,95,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,5760,128,1.75,wh_dlc06_grn_cav_broken_tusks_mob_0,78,1250,23,0.72,27,5.1,9,0,12,29,32,1300,Broken Tusks Mob (Orc Boar Boy Big 'Uns),0,,1.5,,,,,,,,,renown,62,0,62,[],45
1227,[],,25,"['guerrilla_deploy', 'hide_forest', 'immune_to_psychology']",,Melee Cavalry,Cavalry,26,106,0,0,0,0,25,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,4275,95,1.7,wh_dlc06_grn_cav_durkits_squigs_0,60,750,19,0.7,32,4.0,8,10,0,24,27,750,Durkit's Squigs (Night Goblin Squig Hoppers),0,,0.7,,,,,,,,,renown,82,0,82,[],45
1228,[],,25,"['causes_fear', 'guerrilla_deploy', 'hide_forest']",,Melee Cavalry,Cavalry,18,108,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3420,57,1.2,wh_dlc06_grn_cav_moon_howlers_0,54,350,5,0.21,29,4.5,19,0,0,27,24,425,Moon-howlers (Goblin Wolf Riders),30,,1.0,,,,,,,,,renown,92,0,92,[],60
1229,[],,25,"['guerrilla_deploy', 'hide_forest', 'immune_to_psychology']",,Melee Cavalry,Cavalry,26,106,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,4275,95,1.7,wh_dlc06_grn_cav_squig_hoppers_0,50,750,19,0.7,25,4.0,8,10,0,18,27,650,Night Goblin Squig Hoppers,0,,0.7,,,,,,,,,,82,0,82,[],45
1230,[],,45,"['guerrilla_deploy', 'hide_forest', 'strider']",,Melee Cavalry,Cavalry,22,106,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large_bst,4275,95,1.5,wh_main_grn_cav_forest_goblin_spider_riders_0,50,700,6,0.22,22,4.3,21,0,0,30,27,400,Forest Goblin Spider Riders,30,,1.0,,,,,,,,,,78,0,78,[],45
1231,[],,25,"['expendable', 'guerrilla_deploy', 'hide_forest']",,Melee Cavalry,Cavalry,18,108,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3420,57,1.2,wh_main_grn_cav_goblin_wolf_riders_0,44,350,5,0.21,22,4.5,19,0,0,20,24,300,Goblin Wolf Riders,30,,1.0,,,,,,,,,,92,0,92,[],60
1232,[],,85,['hide_forest'],,Melee Cavalry,Shock Cavalry,50,95,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,5760,128,1.75,wh_main_grn_cav_orc_boar_boy_big_uns,68,1250,23,0.72,22,5.1,9,0,12,20,32,950,Orc Boar Boy Big 'Uns,0,,1.5,,,,,,,,,,62,0,62,[],45
1233,[],,65,['hide_forest'],,Melee Cavalry,Shock Cavalry,48,95,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,4950,110,1.7,wh_main_grn_cav_orc_boar_boyz,60,1150,20,0.67,22,4.6,10,0,0,22,30,650,Orc Boar Boyz,30,,1.4,,,,,,,,,,60,0,60,[],45
1234,['Frenzy'],,35,['hide_forest'],,Melee Cavalry,Shock Cavalry,58,100,0,0,0,0,0,25,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,5760,128,1.75,wh_main_grn_cav_savage_orc_boar_boy_big_uns,68,1150,24,0.67,28,4.5,12,0,5,14,36,1100,Savage Orc Boar Boy Big 'Uns,0,,1.5,,,,,,,,,,66,0,66,[],45
1235,['Frenzy'],,35,['hide_forest'],,Melee Cavalry,Shock Cavalry,56,100,0,0,0,0,0,25,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,4950,110,1.7,wh_main_grn_cav_savage_orc_boar_boyz,58,1050,20,0.67,26,4.6,10,0,0,14,30,750,Savage Orc Boar Boyz,0,,1.4,,,,,,,,,,64,0,64,[],45
1236,[],20.0,45,"['guerrilla_deploy', 'hide_forest', 'mounted_fire_move', 'strider']",8.0,Missile Cavalry,Missile Cavalry,22,106,0,0,70,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large_bst,4005,89,1.5,wh2_dlc15_grn_cav_forest_goblin_spider_riders_waaagh_0,50,700,14,0.52,22,4.0,13,0,0,30,27,450,Lava Spider Rider Archers,0,1.0,1.0,100.0,6.0,0.55,5.0,0.0,0.0,11.0,1.0,elector_counts,78,0,78,[],45
1237,['Regeneration'],20.0,45,"['guerrilla_deploy', 'hide_forest', 'mounted_fire_move', 'stalk', 'strider']",8.0,Missile Cavalry,Missile Cavalry,14,106,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large_bst,4005,89,1.5,wh_dlc06_grn_cav_deff_creepers_0,54,700,6,0.23,20,4.0,20,0,0,29,26,600,Deff Creepers (Forest Goblin Spider Rider Archers),0,1.0,1.0,100.0,2.0,0.18,9.0,0.0,0.0,11.0,1.0,renown,78,0,78,[],45
1238,[],18.0,25,"['guerrilla_deploy', 'hide_forest', 'immune_to_psychology', 'mounted_fire_move']",8.0,Missile Cavalry,Missile Cavalry,10,108,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3420,57,1.2,wh_dlc06_grn_cav_mogrubbs_marauders_0,48,350,3,0.13,20,4.3,21,0,0,19,24,600,Mogrubb's Mangy Marauders (Goblin Wolf Archers),0,1.0,1.0,100.0,10.0,0.91,1.0,0.0,0.0,11.0,1.0,renown,92,0,92,[],60
1239,[],20.0,45,"['guerrilla_deploy', 'hide_forest', 'mounted_fire_move', 'strider']",8.0,Missile Cavalry,Missile Cavalry,14,106,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large_bst,4005,89,1.5,wh_main_grn_cav_forest_goblin_spider_riders_1,44,700,6,0.23,15,4.0,20,0,0,22,26,450,Forest Goblin Spider Rider Archers,0,1.0,1.0,100.0,2.0,0.18,9.0,0.0,0.0,11.0,1.0,,78,0,78,[],45
1240,[],18.0,25,"['expendable', 'guerrilla_deploy', 'hide_forest', 'mounted_fire_move']",8.0,Missile Cavalry,Missile Cavalry,10,108,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3420,57,1.2,wh_main_grn_cav_goblin_wolf_riders_1,38,350,3,0.13,15,4.3,21,0,0,14,24,350,Goblin Wolf Rider Archers,0,1.0,1.0,100.0,1.0,0.09,10.0,0.0,0.0,11.0,1.0,,92,0,92,[],60
1241,['Pump Harder Ladz!'],,50,['expendable'],,Chariot,War Machine,50,84,0,0,0,0,0,0,large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3072,1024,2.5,wh2_dlc15_grn_veh_snotling_pump_wagon_0,50,600,25,0.63,20,4.0,15,15,0,22,40,450,Snotling Pump Wagons,0,,2.2,,,,,,,,,,60,0,60,[],3
1242,['Pump Harder Ladz!'],,50,"['expendable', 'strider']",,Chariot,War Machine,80,94,0,0,0,0,0,0,large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3072,1024,2.5,wh2_dlc15_grn_veh_snotling_pump_wagon_flappas_0,55,600,25,0.63,26,4.0,15,15,0,24,40,650,Snotling Pump Wagons (Flappas),0,,2.2,,,,,,,,,,70,0,70,[],3
1243,['Pump Harder Ladz!'],,60,"['causes_fear', 'expendable']",,Chariot,War Machine,40,84,0,0,0,0,0,0,large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3822,1274,2.5,wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0,60,800,40,0.73,30,4.0,15,20,0,22,55,900,Snotling Pump Wagons (Spiky Rollers),0,,2.2,,,,,,,,,,60,0,60,[],3
1244,"[""Giant Explodin' Spores"", 'Pump Harder Ladz!']",,50,['expendable'],,Chariot,War Machine,50,84,0,0,0,0,0,0,large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3072,1024,2.5,wh2_dlc15_grn_veh_snotling_pump_wagon_ror_0,60,600,25,0.63,27,4.0,15,15,0,29,40,700,Logey Bogey’s Spore ‘Splodaz (Snotling Pump Wagons),0,,2.2,,,,,,,,,renown,60,0,60,[],3
1245,[],46.0,45,"['guerrilla_deploy', 'hide_forest']",6.0,Chariot,Missile Chariot,38,108,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,4824,804,1.2,wh_dlc06_grn_cav_teef_robbers_0,55,680,6,0.25,22,4.0,18,12,0,27,24,650,Teef Robbers (Goblin Wolf Chariots),0,2.0,1.0,115.0,3.0,0.14,19.0,0.0,0.0,22.0,1.0,renown,92,0,92,[],6
1246,[],46.0,45,[],6.0,Chariot,Missile Chariot,38,108,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,4824,804,1.2,wh_main_grn_cav_goblin_wolf_chariot,45,680,6,0.25,16,4.0,18,12,0,20,24,500,Goblin Wolf Chariots,0,2.0,1.0,115.0,3.0,0.14,19.0,0.0,0.0,22.0,1.0,,92,0,92,[],6
1247,[],,80,[],,Chariot,Chariot,80,95,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,4302,1434,1.7,wh_main_grn_cav_orc_boar_chariot,60,1200,30,0.75,28,4.0,10,18,0,26,40,950,Orc Boar Chariots,0,,1.4,,,,,,,,,,60,0,60,[],3
1248,"['Overwhelming Odour', 'Regeneration']",,40,"['causes_fear', 'hide_forest']",,Monstrous Infantry,Monstrous Infantry,24,78,0,0,0,0,0,0,large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",aquatic_large,5928,494,2.9,wh2_dlc15_grn_mon_river_trolls_0,40,1500,50,0.63,30,3.8,30,0,0,40,80,900,River Trolls,0,,1.1,,,,,,,,,,54,0,54,[],12
1249,"['Overwhelming Odour', 'Regeneration']",,40,"['causes_fear', 'causes_terror', 'hide_forest']",,Monstrous Infantry,Monstrous Infantry,24,78,0,0,0,0,0,0,large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",aquatic_large,5928,494,2.9,wh2_dlc15_grn_mon_river_trolls_ror_0,50,1500,50,0.63,38,3.8,30,0,0,50,80,1200,Da Swamp Fings (River Trolls),0,,1.1,,,,,,,,,renown,54,0,54,[],12
1250,['Regeneration'],,70,['causes_fear'],,Monstrous Infantry,Monstrous Infantry,34,78,0,0,0,25,30,0,large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,5928,494,3.0,wh2_dlc15_grn_mon_stone_trolls_0,40,1300,81,0.68,36,4.0,39,0,0,32,120,1100,Stone Trolls,0,,1.2,,,,,,,,,,54,0,54,[],12
1251,['Regeneration'],,40,['causes_fear'],,Monstrous Infantry,Monstrous Infantry,24,78,0,0,0,0,0,0,large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,5928,494,2.9,wh_main_grn_mon_trolls,40,1500,70,0.7,34,3.8,30,0,0,32,100,800,Trolls,0,,1.1,,,,,,,,,,54,0,54,[],12
1252,"['Fiery Breath', 'Another Takes its Place', 'Regeneration']",,60,"['causes_fear', 'causes_terror', 'rampage']",,Monster,Monster,45,55,0,0,0,0,35,0,very_large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,7094,7094,4.5,wh2_dlc15_grn_mon_feral_hydra_waaagh_0,65,5000,300,0.68,52,3.6,140,0,0,26,440,1650,Feral Hydra,0,,4.3,,,,,,,,,elector_counts,46,0,46,[],1
1253,"['Rubble & Ruin I', 'Rubble & Ruin I', 'Rubble & Ruin II', 'Rubble & Ruin II', 'Rubble & Ruin III', 'Rubble & Ruin III', 'Spirit of Gork (or Mork)']",,150,"['causes_fear', 'causes_terror']",,Monster,Monster,30,45,0,0,0,0,15,0,very_large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,12000,12000,11.0,wh2_dlc15_grn_mon_rogue_idol_0,75,12000,450,0.75,60,4.0,150,25,0,20,600,2300,Rogue Idol,0,,4.0,,,,,,,,,,31,0,31,[],1
1254,"['Rock Bottom', 'Rubble & Ruin I', 'Rubble & Ruin I', 'Rubble & Ruin II', 'Rubble & Ruin II', 'Rubble & Ruin III', 'Rubble & Ruin III', 'Spirit of Gork (or Mork)']",10.0,150,"['causes_fear', 'causes_terror']",15.0,Monster,Monster,30,45,0,0,0,0,15,0,very_large,85.0,55.0,6.0,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,12000,12000,11.0,wh2_dlc15_grn_mon_rogue_idol_ror_0,85,12000,450,0.75,73,4.0,150,25,0,27,600,2800,Da Big Un (Rogue Idol),0,1.0,4.0,400.0,336.0,0.8,84.0,0.0,0.0,420.0,1.0,renown,31,0,31,[],1
1255,[],,60,"['causes_fear', 'causes_terror', 'rampage']",,Monster,Flying Monster,80,95,140,0,0,0,25,0,very_large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,4056,4056,4.0,wh2_dlc15_grn_mon_wyvern_waaagh_0,55,1600,300,0.67,44,4.0,150,0,0,28,450,1500,Feral Wyvern,0,,4.5,,,,,,,,,elector_counts,110,110,70,[],1
1256,['Maternal Instinct'],200.0,120,"['causes_fear', 'causes_terror', 'strider']",5.0,Monster,Gigantic Spider,40,75,0,0,0,0,0,0,very_large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large_bst,7522,7522,8.8,wh_dlc06_grn_mon_venom_queen_0,65,4000,280,0.74,70,3.2,100,0,14,38,380,2400,The Arachnarok Queen (Arachnarok Spider),0,1.0,4.9,100.0,5.0,0.21,19.0,0.0,0.0,24.0,1.0,renown,57,0,57,[],1
1257,"['Arachneruption', 'Thermal Thorax']",200.0,120,"['causes_fear', 'causes_terror', 'strider']",5.0,Monster,Gigantic Spider,40,75,0,0,70,0,0,0,very_large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large_bst,7522,7522,8.8,wh_dlc15_grn_mon_arachnarok_spider_waaagh_0,65,4000,320,0.84,58,3.2,60,0,14,30,380,2400,Lava Arachnarok Spider,0,1.0,4.9,100.0,19.0,0.79,5.0,0.0,0.0,24.0,1.0,elector_counts,57,0,57,[],1
1258,[],200.0,120,"['causes_fear', 'causes_terror', 'strider']",5.0,Monster,Gigantic Spider,40,75,0,0,0,0,0,0,very_large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large_bst,7522,7522,8.8,wh_main_grn_mon_arachnarok_spider_0,55,4000,280,0.74,58,3.2,100,0,14,30,380,1900,Arachnarok Spider,0,1.0,4.9,100.0,5.0,0.21,19.0,0.0,0.0,24.0,1.0,,57,0,57,[],1
1259,[],,30,"['causes_fear', 'causes_terror']",,Monster,Monster,40,50,0,0,0,0,0,0,very_large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,9465,9465,9.0,wh_main_grn_mon_giant,100,6500,450,0.75,65,4.0,150,0,0,30,600,1500,Giant,0,,2.4,,,,,,,,,,39,0,39,[],1
1260,[],22.0,15,['cant_run'],18.0,War Machine,Catapult,5,20,0,0,0,0,0,0,very_large,65.0,30.0,4.0,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,3159,1053,2.8,wh_dlc06_grn_art_hammer_of_gork_0,50,3000,3,0.13,14,4.3,21,0,0,9,24,800,Hammer of Gork (Goblin Rock Lobbers),0,1.0,2.1,400.0,135.0,0.79,35.0,0.0,0.0,170.0,1.0,renown,20,0,20,[],3
1261,[],22.0,15,['cant_run'],18.0,War Machine,Catapult,5,20,0,0,0,0,0,0,very_large,15.0,40.0,2.0,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,3159,1053,2.1,wh_main_grn_art_doom_diver_catapult,40,3000,3,0.13,10,4.3,21,0,0,6,24,1000,Doom Diver Catapults,0,1.0,2.1,400.0,170.0,0.71,70.0,0.0,0.0,240.0,1.0,,20,0,20,[],3
1262,[],22.0,15,"['cant_run', 'expendable']",18.0,War Machine,Catapult,5,20,0,0,0,0,0,0,very_large,65.0,30.0,4.0,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,3159,1053,2.8,wh_main_grn_art_goblin_rock_lobber,40,3000,3,0.13,10,4.3,21,0,0,6,24,600,Goblin Rock Lobbers,0,1.0,2.1,400.0,135.0,0.79,35.0,0.0,0.0,170.0,1.0,,20,0,20,[],3
1263,"['Unbinding', 'Martial Prowess']",30.0,40,"['encourages', 'hide_forest', 'mounted_fire_move', 'unbreakable']",11.0,Lord,Hybrid-Weapon Infantry,30,56,0,0,0,0,15,0,small,,,,hef,[],small,3201,3201,2.2,wh2_dlc10_hef_cha_alith_anar_summoned_0,80,500,0,,65,4.0,0,0,0,45,0,1100,Alith Anar - Decoy,0,1.0,0.7,300.0,0.0,,0.0,0.0,0.0,0.0,1.0,,46,0,46,[],1
1264,"['Unbinding', 'Martial Prowess']",30.0,40,"['encourages', 'fatigue_immune', 'hide_forest', 'mounted_fire_move', 'unbreakable']",11.0,Lord,Hybrid-Weapon Infantry,30,56,0,0,0,0,15,0,small,,,,hef,[],small,3201,3201,2.2,wh2_dlc10_hef_cha_alith_anar_summoned_1,80,500,70,0.35,65,4.0,130,0,0,45,200,1100,Alith Anar - Decoy,0,1.0,0.7,300.0,125.0,0.78,35.0,0.0,0.0,160.0,1.0,,46,0,46,[],1
1265,"['Drop Sphere of Tepok', 'Focus Instincts', 'Master of the Skies', 'Deadly Onslaught']",,30,"['encourages', 'guerrilla_deploy', 'hide_forest']",,Lord,Sword Infantry,30,52,0,0,0,0,15,20,small,,,,lzd,[],aquatic_small,2829,2829,1.6,wh2_dlc12_lzd_cha_tiktaqto_0,70,160,245,0.7,55,4.0,105,0,0,50,350,700,Tiktaq'to,0,,0.65,,,,,,,,,,46,0,46,[],1
1266,"['The Blood Price', ""The Daemon's Curse"", ""Tz'arkan"", 'Murderous Prowess', 'Murderous Prowess Indicator', 'Deadly Onslaught']",,90,"['causes_fear', 'encourages', 'hide_forest']",,Lord,Sword Infantry,45,44,0,0,0,0,15,0,small,,,,def,[],small,3216,3216,2.2,wh2_dlc14_def_cha_malus_darkblade_0,85,1000,280,0.7,60,4.0,120,0,0,60,400,1600,Malus Darkblade,0,,0.7,,,,,,,,,,36,0,36,[],1
1267,"['The Blood Price', ""The Daemon's Curse"", ""Tz'arkan"", 'Murderous Prowess', 'Murderous Prowess Indicator', 'Deadly Onslaught']",,110,"['causes_fear', 'encourages', 'hide_forest']",,Lord,Cavalry,65,100,0,0,0,0,15,0,medium,,,,def,[],large,3735,3735,1.9,wh2_dlc14_def_cha_malus_darkblade_1,85,1500,315,0.7,60,4.0,135,0,0,60,450,1950,Malus Darkblade on Spite,0,,1.5,,,,,,,,,,68,0,68,[],1
